"ID";"Date MAJ";"Nom";"Statut";"EPN";"Nature";"Contact mail";"Adresse";"Code postal";"Commune";"Téléphone";"Site internet";"Accès équipement";"Type équipement";"Conditions accès équipement";"Coût accès équipement";"Médiation numérique";"Type médiation numérique";"Conditions accès médiation numérique";"Accompagnement médiation numérique";"Coût accès médiation numérique";"Fréquence médiation numérique";"Démarches";"Démarches spécifiques";"Type démarches";"Conditions accès démarches";"Accompagnement démarches";"Coût accès démarches";"Fréquence démarches";"Stockage";"Coût stockage";"Vente matériel";"Typé vente matériel";"Détail publics";"Détail territoire";"PMR";"Accès transports en commun";"APTIC";"Latitude";"Longitude";"Département";"Arrondissement";"EPCI"
1839;02/03/2021;Espace Cyber-base Bellicart de l’ARC;Public;Oui;"Tiers-lieu & coworking, FabLab";cyber-base@agglo-compiegne.fr;7 rue de la Bannière du Roy;60200;Compiègne;03.44.85.24.27;http://bibliotheques.compiegne.fr;Oui;"Un accès à un poste informatique connecté à internet, à un scanner et à une imprimante";Libre;"Gratuit, En souscrivant à un abonnement ou une adhésion";Oui;"L'utilisation de systèmes d'exploitation (Windows, IOS, Linux, Android…), d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), de services de création et de publication de contenus en ligne (graphisme, vidéo, blogs, sites...), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...), La sensibilisation aux cultures numériques (usages responsables, open data, protection des données, éthique, sécurisation, bonnes pratiques...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";"Gratuit, En souscrivant à un abonnement ou une adhésion";Quotidienne;Oui;"Non, nous accompagnons tous types de démarches";"Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Justice (Dépôt de plainte, casier judiciaire...), Étrangers (Titres de séjour, attestation d'accueil...), Logement (Allocations logement, permis de construire, fin de bail...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";"Gratuit, En souscrivant à un abonnement ou une adhésion";Hebdomadaire;Non;-----;Non;-----;"demandeurs d'emploi, séniors, handicapé.e.s, jeunes (parfois)";-----;Oui;Très facile;-----;"49,4251708984375";"2,83543109893798";Oise;Compiègne;CA de la Région de Compiègne et de la Basse Automne
1840;21/12/2020;Espace Numérique C;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;59 Rue Camille Desmoulins;02120;GUISE;03.23.05.62.95;https://www.cctso.fr/les-espaces-numeriques-c-de-la-cctso/;Oui;Matériel numérique et d’un accès internet.;-----;-----;Oui;Formations et ateliers pour apprendre ou se perfectionner sur internet ou différents logiciels informatiques.;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;-----;"49,8989753723144";"3,62571001052856";Aisne;Vervins;CC Thiérache Sambre et Oise
1841;21/12/2020;Espace Numérique C;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;107 rue du 2 septembre 1944;02510;ETREUX;03 23 65 71 35;https://www.cctso.fr/les-espaces-numeriques-c-de-la-cctso/;Oui;Matériel numérique et d’un accès internet.;-----;-----;Oui;Formations et ateliers pour apprendre ou se perfectionner sur internet ou différents logiciels informatiques.;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;-----;"50,0050811767578";"3,68538808822631";Aisne;Vervins;CC Thiérache Sambre et Oise
1842;18/12/2020;Accompagnement numérique - Mots et Merveilles;Privé;Non;Association;contact@asso-motsetmerveilles.fr;31 Bis rue la Fontaine;59620;Aulnoye-Aymeries;0683156518;https://www.asso-motsetmerveilles.fr/;Oui;"Poste informatique sans connexion à internet, Poste informatique connecté à internet, Tablette sans connexion à internet, Tablette connectée à internet";"Sur réservation, inscription ou prise de rendez-vous";Gratuit;Oui;"L'utilisation d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...), de plateformes d'accès aux savoirs et à l'apprentissage (tutoriels, MOOC...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";Gratuit;Quotidienne;Oui;Oui;"Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Étrangers (Titres de séjour, attestation d'accueil...), Logement (Allocations logement, permis de construire, fin de bail...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";gratuit;Quotidienne;Non;-----;Non;-----;Situation d'illettrisme / Analphabétisme / FLE / Enfants en difficulté scolaire;Sambre Avesnois / Amandinois;Oui;Facile;-----;"50,207588195";"3,827251434326";Nord;Avesnes-sur-Helpe;CA Maubeuge Val de Sambre
1843;23/12/2020;INSTEP Formation;Privé;Non;Organisme de formations;siege@instep.fr;70 rue de Bouvines  BP 80041;59007;Lille;0320678989;http://www.instep.fr;Oui;"Poste informatique connecté à internet, Tablette connectée à internet, Scanner, Imprimante";"Sur réservation, inscription ou prise de rendez-vous";accessible en payant individuellement chaque prestation;Oui;"L'utilisation de systèmes d'exploitation (Windows, IOS, Linux, Android…), d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), de services de création et de publication de contenus en ligne (graphisme, vidéo, blogs, sites...), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...), de plateformes d'accès aux savoirs et à l'apprentissage (tutoriels, MOOC...), La sensibilisation aux cultures numériques (usages responsables, open data, protection des données, éthique, sécurisation, bonnes pratiques...), La fabrication d'objets numériques (robots, capteurs, langage numérique, imprimantes 3D...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";"gratuit, accessible en payant individuellement chaque prestation";Quotidienne;Oui;"Non, accompagnement à tous types de démarches";"Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Justice (Dépôt de plainte, casier judiciaire...), Étrangers (Titres de séjour, attestation d'accueil...), Logement (Allocations logement, permis de construire, fin de bail...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";accessible en payant individuellement chaque prestation;Quotidienne;Non;-----;Non;-----;"Jeunes, demandeurs d'emploi, séniors, handicapé·e·s, professionnel·le·s.";"Lille, Tourcoing , Liévin, Dunkerque , Douai, Valenciennes";Oui;Très facile;-----;"50,6358808007797";"3,08786927493314";Nord;Lille;Métropole Européenne de Lille
1844;23/12/2020;INSTEP Formation;Privé;Non;Organisme de formations;dunkerque@instep.fr;2 Rue des Brasseries;59140;Dunkerque;0328632879;http://www.instep.fr;Oui;"Poste informatique connecté à internet, Tablette connectée à internet, Scanner, Imprimante";"Sur réservation, inscription ou prise de rendez-vous";"gratuit, accessible en payant individuellement chaque prestation";Oui;"L'utilisation de systèmes d'exploitation (Windows, IOS, Linux, Android…), d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), de services de création et de publication de contenus en ligne (graphisme, vidéo, blogs, sites...), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...), de plateformes d'accès aux savoirs et à l'apprentissage (tutoriels, MOOC...), La sensibilisation aux cultures numériques (usages responsables, open data, protection des données, éthique, sécurisation, bonnes pratiques...), La fabrication d'objets numériques (robots, capteurs, langage numérique, imprimantes 3D...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";"gratuit, accessible en payant individuellement chaque prestation";Quotidienne;Oui;"Non, accompagnement à tous types de démarches";"Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Emploi (Recherche d'emploi, création d'entreprise...), Retraite (Allocations retraite...), Fiscalité (Impôts...), Justice (Dépôt de plainte, casier judiciaire...), Étrangers (Titres de séjour, attestation d'accueil...), Logement (Allocations logement, permis de construire, fin de bail...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)";"Libre, Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";"gratuit, accessible en payant individuellement chaque prestation, accessible en souscrivant à un abonnement ou une adhésion";Quotidienne;Non;-----;Non;-----;"Jeunes, demandeurs d'emploi, séniors, handicapé·e·s, professionnel·le·s.";-----;Oui;Très facile;-----;"51,0074106593213";"2,34421816077149";Nord;Dunkerque;CU de Dunkerque
1845;30/12/2020;TAC TIC ANIMATION;Privé;Non;"Centre social, Maison de quartier";accueil@tac-tic-animation.org;9 rue Édouard Mambour;02260;LA CAPELLE;03.23.97.79.72;http://www.tac-tic-animation.org;Oui;"Poste informatique connecté à internet, Tablette connectée à internet, Scanner, Imprimante";Libre;"gratuit, chèques APTIC pour des cours informatique";Oui;"L'utilisation de systèmes d'exploitation (Windows, IOS, Linux, Android…), d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...), de plateformes d'accès aux savoirs et à l'apprentissage (tutoriels, MOOC...), La sensibilisation aux cultures numériques (usages responsables, open data, protection des données, éthique, sécurisation, bonnes pratiques...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";"accessible en payant individuellement chaque prestation, possibilités de chèques APTIC";Quotidienne;Oui;"Non, accompagnement à tous types de démarches";"Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Social (Allocations familiales, RSA...), Santé (Carte Vitale, handicap...), Retraite (Allocations retraite...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)";Libre;"Individuel, En groupe";gratuit;Quotidienne;Non;-----;Non;-----;personnes souffrant d'illectronisme;-----;Oui;Très difficile;chéques #APTIC acceptés;"49,9761770243056";"3,92105046750991";Aisne;Vervins;CC de la Thiérache du Centre
1846;12/01/2020;Bibliothèque municipale;Public;Non;Bibliothèque - Médiathèque;biblio.coudray60@gmail.com;4 rue des Ecoles;60850;Le Coudray Saint Germer;03 44 81 83 00;-----;Oui;Poste informatique connecté à internet;Libre;Gratuit;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;Oui;Très difficile;-----;"49,412914276123";"1,83893813056945";Oise;Beauvais;CC du Pays de Bray
1847;20/01/2020;Espace numérique;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;1 rue du stade;62540;Marles-les-Mines;-----;http://www.ville-marleslesmines.fr/adultes_tcap.aspx;Oui;"Ordinateurs, Tablettes, Imprimante - avec accompagnement";Accès libre;-----;Oui;"Atelier T'CAP : Un professionnel vous accompagne pour apprendre ou réapprendre les compétences de base par : Un atelier autour de la lecture, Un atelier d'écriture, Un atelier numérique. Ateliers : Accueil info / @démarches / des clics";Accès libre;-----;-----;-----;Oui;"Oui, nous sommes spécialisés dans certaines démarches";"Faciliter l'accès à l'outil informatique pour la recherche d'emploi, accompagner les usagers par un professionnel (CV, lettre de motivation, recherche, contact avec les différents professionnels de l'emploi…)";-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;-----;"50,5027694702148";"2,5032103061676";Pas-de-Calais;Béthune;"CA de Béthune-Bruay, Artois-Lys Romane"
1848;20/01/2021;CCAS Pierre Vilain;Public;Non;"Centre social, Maison de quartier";-----;18 rue Neuve;62190;Lillers;-----;http://www.mairie-lillers.fr/;Oui;Matériel en accès avec accompagnement (tablettes);-----;-----;Non;-----;-----;-----;-----;-----;Oui;Oui;projet à destination première des séniors pour naviguer sur les sites des administrations;-----;-----;-----;-----;Non;-----;Non;-----;"Retraités / séniors, Demandeurs d'emploi, Les familles, Les personnes en perte d'autonomie / handicap, Les personnes en précarité financière";-----;-----;-----;-----;"50,5640448411324";"2,4817584982167";Pas-de-Calais;Béthune;"CA de Béthune-Bruay, Artois-Lys Romane"
1849;20/01/2021;Bibliothèque Au coin de l’esperance;Public;Non;Bibliothèque - Médiathèque;-----;166 rue de Saint Venant;62350;ROBECQ;03 21 27 14 74;-----;Oui;"mise à disposition gratuite de matériel informatique sur place : ordinateurs, imprimante";-----;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;-----;"50,6024169921875";"2,55844473838806";Pas-de-Calais;Béthune;"CA de Béthune-Bruay, Artois-Lys Romane"
1850;21/01/2021;Unis-Cité HDF - antenne de Dunkerque;Privé;Non;Association;pdouche@uniscite.fr;44 quai des hollandais;59140;DUNKERQUE;0770195910;https://www.uniscite.fr/antenne/dunkerque/;Non;-----;-----;-----;Oui;"L'utilisation d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";Gratuit;Hebdomadaire;Oui;Oui;"Citoyenneté - État-civil (Carte d'identité, acte de naissance, passeport...), Santé (Carte Vitale, handicap...), Transports (Carte grise, permis de conduire...), Loisirs (Culture, sport, vie associative...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";gratuit;Hebdomadaire;Non;-----;Non;-----;médiation numérique pour les plus de 50 ans et codage informatique pour les 8 - 25 ans;CUD et CCHF;Oui;Très facile;-----;"51,0377769470214";"2,37495040893554";Nord;Dunkerque;CU de Dunkerque
1851;21/01/2021;L'Atelier 17 - CCPOH;Public;Oui;"Collectivité territoriale, Ville, CCAS";atelier17@ccpoh.fr;51 rue Charles Lescot;60700;Pont-Sainte-Maxence;0344615512;https://www.ccpoh.fr/vivre-au-quotidien/atelier-17;Oui;"Poste informatique connecté à internet, Tablette connectée à internet, Scanner, Imprimante";Libre;"gratuit, Sur inscription";Oui;"L'utilisation de systèmes d'exploitation (Windows, IOS, Linux, Android…), d'outils et usages courants de bureautique et de communication (e-mails, messagerie instantanée, recherches sur internet, achats...), de services dématérialisés en ligne (démarches administratives), de services de création et de publication de contenus en ligne (graphisme, vidéo, blogs, sites...), des réseaux sociaux, de terminaux (ordinateur, tablette, téléphone, imprimantes, scanner...), de plateformes d'accès aux savoirs et à l'apprentissage (tutoriels, MOOC...), La sensibilisation aux cultures numériques (usages responsables, open data, protection des données, éthique, sécurisation, bonnes pratiques...)";"Sur réservation, inscription ou prise de rendez-vous";"Individuel, En groupe";Gratuit;Hebdomadaire;Oui;"Non, accompagnement à tous types de démarches";-----;Libre;Individuel;gratuit;Quotidienne;Non;-----;Non;-----;"Jeunes, demandeurs d'emploi, séniors, handicapé·e·s, professionnel·le·s, porteurs de projets";-----;Oui;Facile;-----;"49,3009643554687";"2,60565519332885";Oise;Senlis;CC des Pays d'Oise et d'Halatte
1852;25/01/2021;lenumeriquefacile.fr;Privé;Non;Autre;info@lenumeriquefacile.fr;75 Rue de l''Abbaye;62110;Hénin-Beaumont;03.62.02.01.01;https://lenumeriquefacile.fr/;Oui;"Ordinateurs, mobiles, tablettes vendus et configurés en fonction des besoins. Installations à domicile";agréé Service à la Personne;Payant;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,4228630065918";"2,94560837745666";Pas-de-Calais;Lens;CA d'Hénin-Carvin
1853;25/01/2021;point information jeunesse;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;25 bis Rue des Fusillé;62440;Harnes;-----;https://www.ville-harnes.fr;Oui;Mise à disposition de matériel informatique;-----;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,4443187929738";"2,90450704929488";Pas-de-Calais;Lens;CA de Lens - Liévin
1854;25/01/2021;Mairie de Loison-sous-Lens;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;87 Rue Georges Devouges;62218;Loison-sous-Lens;-----;-----;Oui;-----;-----;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,4455954567616";"2,84916822729202";Pas-de-Calais;Lens;CA de Lens - Liévin
1855;25/01/2021;anaf didactif;Public;Non;Association;-----;16 Rue du Gard;62300;Lens;-----;https://www.anaf-didactif.fr/;Non;-----;-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,4216232299804";"2,82259464263916";Pas-de-Calais;Lens;CA de Lens - Liévin
1856;25/01/2021;Maison de quartier Jean Mace;Public;Non;"Centre social, Maison de quartier";-----;Boulevard Jean-jacques Rousseau;62160;Bully-les-Mines;-----;http://www.bullylesmines.fr/;Oui;-----;-----;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,4404907226562";"2,73596835136413";Pas-de-Calais;Lens;CA de Lens - Liévin
1857;25/01/2021;centre culturel et social les hauts de liévin - salle Baras;Public;Non;"Centre social, Maison de quartier";-----;Rue Pasteur;62800;Liévin;-----;https://lievin.fr/;Non;-----;-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,4302690939866";"2,75868702794277";Pas-de-Calais;Lens;CA de Lens - Liévin
1858;25/01/2021;point information jeunesse - centre Outtier;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;309 Rue Clovis;62800;Liévin;-----;https://lievin.fr/;Non;-----;-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,4200935363769";"2,78501057624816";Pas-de-Calais;Lens;CA de Lens - Liévin
1859;25/01/2021;Médiathèque;Public;Non;Bibliothèque - Médiathèque;mediatheque@mairie-dainville.fr;40 Rue d'Arras;62000;Dainville;03.21.15.64.40;https://dainville.c3rb.org/;Oui;-----;-----;-----;Oui;Atelier informatique;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,2822570800781";"2,72692108154296";Pas-de-Calais;Arras;CU d'Arras
1860;25/01/2021;Association Komunikasso;Public;Non;Association;-----;4 Rue Mirabeau;59188;Saint-Aubert;-----;-----;Oui;-----;-----;adhésion annuelle;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Oui;"L’association vend des ordinateurs qui correspondent à vos besoins, dont le prix varie selon leur puissance, leur licence et la capacité de leur disque dur.";-----;-----;-----;-----;chéques #APTIC acceptés;"50,2058296203613";"3,41259670257568";Nord;Cambrai;CA du Caudrésis et du Catésis
1861;25/01/2021;ASSOCIATION VERMANDOIS EMPLOI SOLIDARITE;Public;Non;Association;-----;6 Rue Marcellin Berthelot;02110;Bohain-en-Vermandois;-----;-----;Non;-----;-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"49,9880180531154";"3,45701856931634";Aisne;Saint-Quentin;CC du Pays du Vermandois
1862;25/01/2021;Centre Social et Culturel Edouard Bantigny;Public;Non;"Collectivité territoriale, Ville, CCAS";edouard-bantigny.centre-social@orange.fr;Rue Maurice Leblond;59550;Landrecies;03 27 84 73 95;https://www.csc-bantigny.fr/;Oui;-----;-----;-----;Oui;-----;-----;en groupe ou individuellement;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,1243667602539";"3,69207501411438";Nord;Avesnes-sur-Helpe;CC du Pays de Mormal
1863;25/01/2021;Centre Socioculturel Le Nouvel Air;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;26 BIS RUE DES PRES;59440;Avesnes-sur-Helpe;-----;https://www.avesnes-sur-helpe.fr/activites/centre-socioculturel;Oui;-----;-----;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,1243820190429";"3,92879438400268";Nord;Avesnes-sur-Helpe;CC Coeur de l'Avesnois
1864;25/01/2021;CENTRE SOCIO CULTUREL RAIL ATAC;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;1 RUE DU PARADIS;59720;Louvroil;03 27 64 68 28;https://www.louvroil.fr/association/;Oui;-----;-----;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,2580909729003";"3,95162892341613";Nord;Avesnes-sur-Helpe;CA Maubeuge Val de Sambre
1865;25/01/2021;Tiers lieu de Brunehamel - CCPT;Public;Oui;"Collectivité territoriale, Ville, CCAS";-----;Place de Mai 1940;02360;Brunehamel;-----;https://www.portes-de-thierache.fr/index.php/2018/09/13/espaces-publics-numeriques/;Oui;"12 postes et une imprimante couleur, connexion haut débit de 20 Mbps.";-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"49,7704088582952";"4,18017571353084";Aisne;Vervins;CC des Portes de la Thiérache
1866;25/01/2021;Tiers lieu de Rozoy-sur-Serre - CCPT;Public;Oui;"Collectivité territoriale, Ville, CCAS";-----;Rue de Sedan;02360;Rozoy-sur-Serre;-----;https://www.portes-de-thierache.fr/index.php/2018/09/13/espaces-publics-numeriques/;Oui;"12 postes sous Windows 10, d’une imprimante jet d’encre couleur qui a la fonction de scanner, afin de faciliter par exemple l’envoi de pièces justificatives vers Pôle Emploi. Cette salle possède également un vidéoprojecteur, et est dotée d’une connexion fibre optique pour un débit de 1Gbps.";-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"49,7084741323022";"4,13022282917464";Aisne;Vervins;CC des Portes de la Thiérache
1867;25/01/2021;Tiers lieu de Montcornet-CCPT;Public;Oui;"Collectivité territoriale, Ville, CCAS";-----;24 Rue du Calvaire;02340;Montcornet;-----;https://www.portes-de-thierache.fr/index.php/2018/09/13/espaces-publics-numeriques/;Oui;"6 postes récents, imprimante jet d’encre couleur / scanner ainsi que d’une imprimante laser noir et blanc.  Connexion internet";-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"49,6936502407088";"4,01954558245383";Aisne;Vervins;CC des Portes de la Thiérache
1868;25/01/2021;Tiers lieu de Dizy-le-Gros - CCPT;Public;Oui;"Collectivité territoriale, Ville, CCAS";-----;Rue de la Mairie;02340;Dizy-le-Gros;-----;https://www.portes-de-thierache.fr/index.php/2018/09/13/espaces-publics-numeriques/;Oui;dix postes et d’une imprimante couleur - connexion internet;-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"49,6297400563549";"4,01955420750551";Aisne;Vervins;CC des Portes de la Thiérache
1869;25/01/2021;COMMUNAUTE D AGGLOMERATION DU PAYS DE LAON;Public;Non;"Collectivité territoriale, Ville, CCAS";-----;60 Rue de Chambry;02000;Aulnois-sous-Laon;-----;-----;Oui;-----;-----;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"49,6095088816566";"3,61387468150064";Aisne;Laon;CA du Pays de Laon
1870;25/01/2021;CFP02;Public;Non;Organisme de formations;-----;16 Rue Roger Salengro;02000;Laon;03 23 23 90 80;https://cfp02.info/;Oui;-----;-----;-----;Oui;certification CléA Numérique;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"49,5682746638441";"3,6256392278976";Aisne;Laon;CA du Pays de Laon
1871;25/01/2021;CLUB LEO LAGRANGE;Public;Non;Association;-----;49 Chemin de la Cavee Picard;60170;Ribécourt-Dreslincourt;-----;-----;Oui;-----;-----;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"49,5114034739561";"2,91676877780506";Oise;Compiègne;CC des Deux Vallées
1872;25/01/2021;Solidarité & Jalons pour le Travail;Privé;Non;Organisme de formations;sjt-creil@sjt.com;17 Rue Robert Schuman;60100;creil;03 44 24 71 38;http://www.sjt-formation.com/;Oui;-----;-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"49,257677395115";"2,47967982237989";Oise;Senlis;CA Creil Sud Oise
1873;25/01/2021;CIDFF 80;Public;Non;Association;cidf80@wanadoo.fr;50 rue Riolan;80000;Amiens;03 22 22 01 94;http://cidff-somme.fr/;Oui;-----;-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"49,8893931883421";"2,31271534367287";Somme;Amiens;CA Amiens Métropole
1874;25/01/2021;CIDFF LILLE METROPLE;Public;Non;Association;-----;Rue de l'Epideme;59200;Tourcoing;03 20 70 22 18;http://nord-lillemetropole.cidff.info/;Oui;-----;-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,7167363460665";"3,17207317647566";Nord;Lille;Métropole Européenne de Lille
1875;25/01/2021;Level Up Cluster;Privé;Non;Autre;-----;23 Boulevard Constantin Descat;59200;Tourcoing;06 11 64 59 24;http://www.levelup-cluster.eu/;Non;-----;-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,7016387503335";"3,15911167550728";Nord;Lille;Métropole Européenne de Lille
1876;25/01/2021;Maison de Quartier Godeleine Petit;Public;Non;"Centre social, Maison de quartier";-----;24 Rue des Archives;59000;Lille;03 20 06 17 22;https://www.mqvieuxlille.fr/;Oui;-----;-----;-----;Oui;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;-----;-----;-----;-----;chéques #APTIC acceptés;"50,6439552312216";"3,05985714280209";Nord;Lille;Métropole Européenne de Lille
